1,25,15
0,47,4
1,9,9
2,13,95
1,79,81
1,28,14
0,52,61
1,42,8
1,67,69
0,2,53
1,24,29
2,73,16
2,38,61
0,52,70
2,100,28
2,28,96
2,97,34
2,5,84
1,22,43
1,72,65
0,58,52
2,15,65
1,71,79
1,94,56
0,53,71
2,94,37
1,57,99
1,76,89
1,42,39
0,11,47
0,49,35
0,42,45
1,60,94
2,14,59
1,70,90
1,24,18
1,16,0
1,24,19
1,14,27
1,4,21
2,13,81
0,47,4
1,27,21
1,5,7
1,7,9
2,35,81
2,38,82
0,54,91
2,20,69
1,12,40
2,39,76
0,3,55
1,98,63
0,45,87
2,27,63
2,89,0
0,49,48
1,31,14
1,34,2
0,62,55
1,40,5
1,21,18
1,64,69
0,50,3
2,67,30
1,28,42
2,65,41
2,1,75
2,12,89
0,46,2
1,10,26
1,69,98
1,42,43
2,27,87
0,50,24
2,26,58
2,37,93
2,65,32
1,90,86
1,81,77
1,99,61
1,91,58
2,65,2
2,9,94
2,92,1
1,65,90
0,64,53
0,45,81
2,20,96
2,85,16
2,85,11
1,89,58
2,93,36
1,13,9
0,100,52
1,97,77
2,99,39
2,18,86
1,71,89
1,88,74
1,72,58
2,22,66
0,49,27
2,8,79
2,13,62
0,65,47
2,42,85
1,28,0
2,19,73
2,2,88
0,79,50
2,23,67
2,91,12
0,48,36
1,99,91
0,52,9
0,8,50
0,50,91
1,22,32
1,72,88
0,47,25
2,35,66
1,81,97
1,27,10
1,78,82
2,34,70
0,48,26
1,27,0
2,34,89
2,77,19
1,4,4
2,64,27
1,65,77
2,24,94
1,96,94
0,83,52
2,33,90
0,17,53
0,49,48
2,22,58
2,34,69
2,9,60
0,47,99
1,10,7
1,34,1
1,59,63
2,58,0
1,6,19
2,100,21
2,24,96
0,88,50
2,25,59
2,26,96
1,21,38
1,37,11
2,14,79
0,25,47
0,61,55
2,18,56
2,100,8
1,38,33
1,33,16
0,53,12
1,4,8
0,54,41
1,87,93
1,21,2
0,79,47
1,96,84
1,41,10
2,32,67
2,25,72
1,8,33
2,90,7
2,16,88
2,72,34
2,1,70
1,81,75
1,18,13
1,35,41
2,79,42
2,4,58
2,75,32
2,79,44
0,49,98
2,19,62
2,70,13
1,37,23
0,51,2
2,21,86
2,56,42
0,65,48
2,16,98
1,4,32
0,65,51
2,28,99
2,61,31
2,99,15
1,61,78
0,74,55
2,64,6
0,34,54
1,24,7
1,39,3
2,70,38
1,9,22
1,98,57
1,87,67
1,82,82
1,67,95
1,67,89
2,43,85
0,6,48
2,94,41
2,85,41
2,1,59
1,18,2
2,18,86
1,17,4
2,76,37
0,48,65
2,98,8
1,99,85
0,52,39
1,90,72
2,77,29
1,0,39
1,70,62
1,40,43
1,81,72
1,72,68
1,17,32
2,92,15
0,55,77
2,57,26
0,49,55
1,63,87
1,25,9
1,79,56
2,83,32
1,59,72
2,100,4
2,86,35
0,35,46
2,91,22
1,90,81
2,68,20
2,25,56
1,35,10
1,56,83
1,7,16
1,88,81
2,89,23
2,24,85
2,67,3
0,51,52
1,86,98
1,96,60
2,35,76
2,91,34
2,93,41
2,35,70
1,89,95
1,63,64
0,75,52
1,90,73
1,73,56
2,76,11
0,32,45
1,95,80
0,55,11
0,55,62
2,24,61
1,10,36
1,77,76
2,64,38
0,3,49
1,71,61
1,69,76
2,3,68
0,52,12
1,66,100
2,88,25
1,95,86
2,69,28
2,71,20
2,88,41
2,12,99
2,21,96
2,21,81
0,54,89
0,54,31
2,28,76
2,37,58
1,25,13
0,25,49
1,57,71
0,63,48
1,6,40
2,15,93
2,92,15
1,12,17
1,73,84
1,87,98
1,0,28
2,11,70
2,34,64
2,17,98
0,51,94
0,27,48
2,22,93
2,32,99
1,80,58
1,92,62
0,51,54
2,19,72
2,67,19
0,51,28
2,65,5
2,33,59
1,23,43
1,57,92
2,12,78
1,37,22
1,35,22
1,69,60
2,37,91
2,25,98
1,37,43
2,12,94
2,23,73
2,92,32
1,68,66
1,19,32
0,99,46
1,86,85
2,10,92
2,85,32
2,40,98
2,94,3
1,34,42
1,64,82
0,5,52
1,8,2
0,54,67
0,14,48
1,66,77
0,48,89
1,22,4
2,22,67
1,10,29
1,60,61
1,37,34
0,78,49
1,7,33
2,10,70
1,60,79
1,83,95
0,65,53
2,63,43
1,68,68
1,8,38
1,29,18
2,12,92
1,11,34
1,36,18
2,70,37
1,92,96
2,61,20
0,49,43
1,62,94
1,43,26
1,71,69
0,49,11
1,79,85
0,51,42
2,89,24
1,76,60
2,71,32
1,58,92
2,42,57
1,91,76
1,12,35
2,80,3
2,98,11
1,12,27
2,28,85
1,76,58
1,58,87
0,92,48
2,40,64
0,55,45
0,2,53
2,91,11
2,23,63
2,30,94
0,46,48
2,28,79
0,54,1
2,66,41
0,52,84
1,7,6
1,24,27
2,24,71
0,53,69
2,98,39
1,28,21
2,75,39
2,31,94
0,19,45
1,8,23
2,97,21
1,73,61
2,89,22
1,30,11
0,98,48
0,54,61
1,66,84
1,10,8
1,80,73
1,17,0
2,44,77
1,80,87
0,23,55
1,5,8
2,57,37
2,90,39
1,43,11
2,9,91
2,12,65
2,98,38
2,67,19
2,42,70
0,51,72
1,4,35
1,21,34
0,25,46
1,29,33
1,99,68
1,11,0
2,17,93
1,67,89
2,28,56
2,41,80
1,99,59
2,23,75
0,16,48
1,34,31
2,20,68
2,99,32
2,29,71
1,88,67
1,95,87
1,1,30
1,34,24
0,49,1
1,2,13
2,89,1
2,29,65
2,69,30
1,93,85
1,74,64
0,41,48
1,5,12
0,87,49
1,91,70
2,58,19
1,94,60
2,90,44
0,11,45
1,28,24
2,4,77
2,41,66
2,35,93
2,11,90
0,49,93
1,25,8
0,22,49
1,91,65
0,28,51
0,51,89
0,31,55
1,77,63
0,49,61
2,18,89
2,9,91
2,80,28
1,16,41
1,6,38
2,69,28
2,56,30
2,11,68
0,18,49
0,27,53
2,96,5
2,7,57
1,80,62
2,70,35
2,16,64
2,68,24
2,10,90
0,47,23
1,87,56
2,94,38
2,56,13
0,29,52
2,67,32
1,96,92
1,98,99
1,73,78
1,77,82
0,11,55
0,39,50
1,2,20
2,37,76
1,18,32
2,15,73
0,75,49
2,96,19
2,88,22
0,46,100
2,30,69
1,86,82
2,15,65
0,92,48
1,69,74
2,21,67
2,35,93
2,24,63
2,57,28
0,46,73
1,25,20
1,72,85
0,46,59
1,18,29
2,20,74
1,71,97
1,75,66
0,48,43
2,25,79
0,77,49
2,12,57
2,61,40
2,13,74
1,80,92
1,15,29
2,88,40
0,49,59
1,36,28
0,51,58
0,46,7
1,34,20
0,54,19
2,94,35
2,18,60
2,89,17
2,63,21
0,51,43
1,81,59
1,85,85
2,32,59
1,14,33
2,44,88
2,61,34
1,23,36
2,9,65
2,13,100
2,100,3
2,34,56
0,38,49
1,80,96
1,57,65
2,100,19
1,8,23
1,1,1
1,4,39
1,80,77
2,80,42
2,29,73
1,36,10
1,57,75
0,45,55
2,94,0
2,86,19
1,32,35
0,51,45
1,43,32
1,81,62
2,99,28
